"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M"
"1400000US10003002200","Census Tract 22, New Castle County, Delaware","1573","223","521","149","723","139","172","56","126","53","31","23","1388","220","443","137","636","136","162","54","118","48","29","24","96","70","19","22","71","62","6","9","0","11","0","11","28","29","28","29","0","11","0","11","0","11","0","11","51","51","31","45","16","23","4","9","0","11","0","11","10","12","0","11","0","11","0","11","8","11","2","4"
"1400000US10003011000","Census Tract 110, New Castle County, Delaware","2421","193","49","48","651","184","643","179","633","150","445","109","2203","218","22","27","612","182","634","180","490","125","445","109","108","78","0","11","39","48","9","14","60","55","0","11","16","24","0","11","0","11","0","11","16","24","0","11","82","64","27","41","0","11","0","11","55","51","0","11","12","19","0","11","0","11","0","11","12","19","0","11"
"1400000US10003011600","Census Tract 116, New Castle County, Delaware","2406","186","79","59","545","136","505","142","707","141","570","121","2225","203","79","59","514","130","498","140","615","139","519","116","95","62","0","11","15","17","7","11","58","47","15","17","16","24","0","11","16","24","0","11","0","11","0","11","70","56","0","11","0","11","0","11","34","41","36","42","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003014807","Census Tract 148.07, New Castle County, Delaware","6101","399","243","157","1297","271","1621","280","1684","287","1256","259","5395","425","222","139","1127","244","1429","259","1436","286","1181","253","261","156","0","16","45","44","117","131","73","81","26","29","0","16","0","16","0","16","0","16","0","16","0","16","379","189","0","16","92","77","63","54","175","104","49","48","66","63","21","35","33","50","12","20","0","16","0","16"
"1400000US10003013000","Census Tract 130, New Castle County, Delaware","1347","90","175","102","609","92","326","79","161","53","76","46","1268","93","175","102","592","90","312","75","128","52","61","43","52","42","0","11","17","17","14","21","14","21","7","11","0","11","0","11","0","11","0","11","0","11","0","11","27","29","0","11","0","11","0","11","19","23","8","13","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003016604","Census Tract 166.04, New Castle County, Delaware","7602","600","293","210","2347","560","2218","490","1269","388","1475","529","7166","649","293","210","2193","573","2137","471","1156","403","1387","520","203","194","0","18","154","192","13","15","29","27","7","14","118","184","0","18","0","18","0","18","61","95","57","89","115","133","0","18","0","18","68","110","23","39","24","38","0","18","0","18","0","18","0","18","0","18","0","18"
"1400000US10003014706","Census Tract 147.06, New Castle County, Delaware","1688","137","166","73","369","116","601","147","330","114","222","73","1398","161","126","66","298","105","509","157","258","94","207","70","230","126","18","22","71","59","70","56","65","69","6","11","44","70","22","35","0","11","22","35","0","11","0","11","9","14","0","11","0","11","0","11","0","11","9","14","7","12","0","11","0","11","0","11","7","12","0","11"
"1400000US10003015400","Census Tract 154, New Castle County, Delaware","1757","180","250","106","792","160","465","158","124","72","126","95","1610","200","234","105","721","159","443","159","107","67","105","89","116","93","0","11","71","80","7","11","17","28","21","34","0","11","0","11","0","11","0","11","0","11","0","11","31","45","16","23","0","11","15","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003000200","Census Tract 2, New Castle County, Delaware","4077","397","483","196","1384","433","786","229","679","260","745","217","3494","502","413","194","967","303","738","216","679","260","697","202","297","164","70","82","164","132","31","48","0","16","32","53","253","297","0","16","253","297","0","16","0","16","0","16","33","59","0","16","0","16","17","30","0","16","16","28","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003000900","Census Tract 9, New Castle County, Delaware","1218","181","225","114","514","120","358","114","85","48","36","22","970","160","191","106","406","123","279","95","58","32","36","22","161","75","6","9","69","43","65","56","21","33","0","11","28","42","28","42","0","11","0","11","0","11","0","11","59","47","0","11","39","41","14","21","6","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003010101","Census Tract 101.01, New Castle County, Delaware","2730","227","206","94","816","153","649","180","634","139","425","129","2062","201","114","59","722","143","485","158","441","112","300","101","205","105","44","43","38","37","38","33","62","58","23","23","47","52","0","11","0","11","28","46","0","11","19","26","297","118","0","11","56","51","98","78","73","40","70","79","119","85","48","64","0","11","0","11","58","50","13","14"
"1400000US10003011205","Census Tract 112.05, New Castle County, Delaware","1417","85","36","23","241","58","317","73","503","91","320","78","1341","86","36","23","236","56","295","72","472","90","302","77","35","26","0","11","2","4","14","17","6","8","13","14","0","11","0","11","0","11","0","11","0","11","0","11","27","17","0","11","3","4","3","5","16","12","5","8","14","17","0","11","0","11","5","7","9","15","0","11"
"1400000US10003013501","Census Tract 135.01, New Castle County, Delaware","5418","262","259","110","1046","264","1174","237","1428","287","1511","300","5202","261","208","104","989","265","1130","236","1412","286","1463","301","161","82","27","25","41","34","33","27","16","20","44","38","14","23","3","8","4","8","3","9","0","16","4","8","41","32","21","28","12","16","8","13","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003014300","Census Tract 143, New Castle County, Delaware","3157","213","26","27","426","143","862","141","972","193","871","120","2917","218","26","27","349","133","833","133","893","190","816","110","124","90","0","16","77","72","3","6","34","38","10","16","6","14","0","16","0","16","6","14","0","16","0","16","89","89","0","16","0","16","20","32","36","42","33","39","21","33","0","16","0","16","0","16","9","15","12","19"
"1400000US10003013901","Census Tract 139.01, New Castle County, Delaware","2204","236","311","181","827","159","678","150","262","90","126","56","1912","237","258","171","757","144","605","143","205","82","87","49","127","115","0","11","48","57","61","63","11","18","7","12","45","63","45","63","0","11","0","11","0","11","0","11","64","51","0","11","0","11","12","19","20","23","32","34","56","62","8","12","22","29","0","11","26","33","0","11"
"1400000US10003002400","Census Tract 24, New Castle County, Delaware","3108","381","367","157","1123","268","653","195","592","187","373","149","2584","381","273","139","848","247","622","188","509","182","332","152","446","264","94","105","226","169","31","35","71","62","24","34","42","43","0","11","30","39","0","11","12","19","0","11","22","28","0","11","5","11","0","11","0","11","17","26","14","23","0","11","14","23","0","11","0","11","0","11"
"1400000US10003015200","Census Tract 152, New Castle County, Delaware","3943","272","1104","186","1455","202","910","211","377","106","97","45","3350","274","946","164","1256","185","748","188","318","95","82","41","321","119","103","74","110","54","76","45","27","34","5","8","116","41","46","23","29","23","18","14","23","18","0","16","110","62","0","16","36","39","55","44","9","14","10","15","46","48","9","14","24","39","13","21","0","16","0","16"
"1400000US10003001500","Census Tract 15, New Castle County, Delaware","1559","204","64","53","403","121","531","164","323","135","238","99","1200","213","61","53","298","103","415","147","246","95","180","81","291","121","3","7","92","83","110","90","52","58","34","46","16","20","0","11","13","16","3","7","0","11","0","11","52","48","0","11","0","11","3","7","25","36","24","28","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003011203","Census Tract 112.03, New Castle County, Delaware","3376","212","62","73","901","209","767","207","874","208","772","178","2833","242","62","73","842","194","612","189","633","196","684","178","192","107","0","11","14","21","28","34","104","102","46","56","45","64","0","11","45","64","0","11","0","11","0","11","286","159","0","11","0","11","127","106","137","107","22","25","20","35","0","11","0","11","0","11","0","11","20","35"
"1400000US10003001400","Census Tract 14, New Castle County, Delaware","1670","149","169","68","575","110","326","118","394","97","206","68","1257","141","135","60","425","101","202","84","338","83","157","58","273","98","29","23","109","60","89","75","27","21","19","18","31","41","5","9","26","40","0","11","0","11","0","11","109","69","0","11","15","17","35","51","29","28","30","33","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003012100","Census Tract 121, New Castle County, Delaware","1952","220","208","114","592","176","613","157","307","108","232","89","1778","229","190","112","483","168","613","157","276","99","216","86","90","77","8","15","66","72","0","11","0","11","16","25","10","14","10","14","0","11","0","11","0","11","0","11","74","66","0","11","43","44","0","11","31","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003013607","Census Tract 136.07, New Castle County, Delaware","4280","302","71","58","698","221","1040","242","1367","266","1104","259","3592","335","37","42","601","223","806","225","1192","264","956","228","323","156","9","20","97","82","122","102","35","40","60","70","0","16","0","16","0","16","0","16","0","16","0","16","272","167","25","33","0","16","58","56","123","134","66","56","93","67","0","16","0","16","54","48","17","28","22","36"
"1400000US10003015600","Census Tract 156, New Castle County, Delaware","1825","166","394","105","807","127","408","84","171","74","45","43","1660","156","347","97","727","125","387","86","154","63","45","43","140","83","47","44","80","57","8","13","5","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","25","38","0","11","0","11","13","20","12","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003011206","Census Tract 112.06, New Castle County, Delaware","3041","170","32","27","433","108","657","154","1131","151","788","125","2771","169","26","23","416","104","638","150","994","129","697","121","142","66","5","10","15","20","11","18","61","49","50","40","8","14","0","11","0","11","8","14","0","11","0","11","113","69","1","3","2","5","0","11","69","49","41","32","7","11","0","11","0","11","0","11","7","11","0","11"
"1400000US10003000500","Census Tract 5, New Castle County, Delaware","2652","311","224","125","1356","239","772","195","199","125","101","52","2460","315","204","105","1304","244","652","168","199","125","101","52","176","143","20","32","52","56","104","99","0","11","0","11","16","25","0","11","0","11","16","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003013503","Census Tract 135.03, New Castle County, Delaware","5120","320","157","108","786","231","888","178","1669","311","1620","269","4859","341","157","108","711","223","806","171","1600","293","1585","269","183","121","0","16","60","75","44","69","44","51","35","43","0","16","0","16","0","16","0","16","0","16","0","16","39","44","0","16","0","16","38","43","1","4","0","16","39","44","0","16","15","24","0","16","24","38","0","16"
"1400000US10005050101","Census Tract 501.01, Sussex County, Delaware","2872","219","247","104","1017","192","948","179","469","156","191","86","2660","218","230","102","914","182","897","187","428","148","191","86","104","63","8","13","82","55","14","16","0","11","0","11","28","33","0","11","21","28","0","11","7","11","0","11","80","78","9","13","0","11","37","41","34","38","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050401","Census Tract 504.01, Sussex County, Delaware","2839","201","450","133","1109","169","752","149","372","84","156","90","2760","192","436","132","1074","167","737","147","357","82","156","90","37","33","14","20","16","17","7","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","42","34","0","11","19","21","8","13","15","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050601","Census Tract 506.01, Sussex County, Delaware","3520","289","624","159","1410","230","875","194","359","106","252","91","3262","271","604","159","1284","215","806","178","346","103","222","82","140","71","15","24","60","44","43","34","0","16","22","24","22","27","2","6","20","24","0","16","0","16","0","16","59","53","3","7","22","25","13","21","13","25","8","14","37","43","0","16","24","37","13","21","0","16","0","16"
"1400000US10005050301","Census Tract 503.01, Sussex County, Delaware","5551","306","963","277","2218","331","1483","261","563","156","324","107","4978","324","824","265","2061","336","1335","249","451","114","307","107","325","167","101","99","102","82","86","89","33","30","3","5","80","93","4","8","10","13","5","6","61","91","0","16","164","68","30","33","45","25","57","31","18","17","14","13","4","10","4","10","0","16","0","16","0","16","0","16"
"1400000US10005050501","Census Tract 505.01, Sussex County, Delaware","2867","216","418","108","1143","188","888","178","224","106","194","84","2709","222","398","105","1115","191","800","145","202","100","194","84","100","70","13","19","26","32","61","67","0","11","0","11","7","10","7","10","0","11","0","11","0","11","0","11","45","65","0","11","2","5","21","33","22","34","0","11","6","10","0","11","0","11","6","10","0","11","0","11"
"1400000US10005051303","Census Tract 513.03, Sussex County, Delaware","4293","317","432","167","1091","196","1097","161","1087","214","586","135","3614","239","308","110","920","130","966","153","868","170","552","136","230","177","47","75","16","23","22","24","143","117","2","4","1","2","0","16","1","2","0","16","0","16","0","16","435","259","70","91","154","157","103","49","76","46","32","26","13","16","7","12","0","16","6","10","0","16","0","16"
"1400000US10005050403","Census Tract 504.03, Sussex County, Delaware","2435","278","424","107","680","120","766","138","328","158","237","84","2146","259","326","85","641","123","682","149","284","117","213","84","229","121","90","62","0","11","71","71","44","51","24","30","0","11","0","11","0","11","0","11","0","11","0","11","39","41","0","11","26","33","13","15","0","11","0","11","21","25","8","13","13","21","0","11","0","11","0","11"
"1400000US10005050803","Census Tract 508.03, Sussex County, Delaware","6653","473","430","158","1586","295","1993","317","1244","207","1400","265","6050","454","359","146","1475","279","1922","319","1171","212","1123","228","253","148","71","77","49","58","15","24","56","45","62","70","18","28","0","16","1","3","0","16","0","16","17","28","332","208","0","16","61","66","56","46","17","27","198","180","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10005051500","Census Tract 515, Sussex County, Delaware","4147","338","513","142","1696","272","1187","311","424","135","327","130","3508","242","427","105","1503","227","931","187","387","137","260","102","314","209","44","61","151","101","46","42","8","10","65","94","195","195","0","16","2","4","177","186","16","18","0","16","127","54","42","36","40","30","30","21","13","9","2","3","3","4","0","16","0","16","3","4","0","16","0","16"
"1400000US10005051702","Census Tract 517.02, Sussex County, Delaware","3886","262","716","280","1692","291","938","216","341","130","199","128","3614","273","587","243","1692","291","862","205","274","98","199","128","228","116","120","88","0","16","41","39","67","96","0","16","0","16","0","16","0","16","0","16","0","16","0","16","40","37","5","10","0","16","35","34","0","16","0","16","4","7","4","7","0","16","0","16","0","16","0","16"
"1400000US10005051900","Census Tract 519, Sussex County, Delaware","3043","250","439","106","1421","161","862","125","173","57","148","50","2652","213","334","92","1279","147","733","116","158","58","148","50","219","101","55","42","76","35","73","53","15","17","0","11","10","9","3","9","4","8","3","5","0","11","0","11","139","100","47","35","54","40","38","39","0","11","0","11","23","26","0","11","8","12","15","17","0","11","0","11"
"1400000US10005050602","Census Tract 506.02, Sussex County, Delaware","4392","441","654","243","1541","326","1354","272","473","150","370","112","4023","433","616","242","1404","311","1315","266","430","145","258","98","106","81","14","20","16","21","15","24","18","20","43","60","3","8","0","16","3","8","0","16","0","16","0","16","260","141","24","26","118","112","24","25","25","37","69","63","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10005051801","Census Tract 518.01, Sussex County, Delaware","2884","290","484","188","951","182","1064","235","272","130","113","75","2621","272","417","157","858","177","980","226","255","131","111","75","223","149","67","98","78","67","74","62","4","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","40","35","0","11","15","16","10","13","13","14","2","3","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050302","Census Tract 503.02, Sussex County, Delaware","3352","198","679","163","1243","168","953","180","320","103","157","71","3121","173","679","163","1160","162","827","162","298","102","157","71","89","66","0","16","31","38","36","40","22","24","0","16","40","38","0","16","19","22","21","22","0","16","0","16","102","75","0","16","33","42","69","61","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10005050701","Census Tract 507.01, Sussex County, Delaware","3332","189","527","105","1366","151","893","104","260","53","286","83","3080","184","480","105","1257","145","846","106","244","49","253","86","112","50","39","25","66","41","6","7","1","3","0","11","38","30","0","11","18","21","20","21","0","11","0","11","102","44","8","10","25","14","21","21","15","12","33","22","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005051301","Census Tract 513.01, Sussex County, Delaware","5354","458","322","199","1217","257","1802","313","1101","227","912","218","4566","433","322","199","1055","264","1512","297","922","213","755","183","310","187","0","16","52","52","135","136","50","65","73","74","51","55","0","16","26","39","12","20","13","21","0","16","413","161","0","16","84","64","143","88","116","59","70","63","14","22","0","16","0","16","0","16","0","16","14","22"
"1400000US10005051302","Census Tract 513.02, Sussex County, Delaware","2991","287","237","78","1145","244","853","182","437","109","319","90","2755","269","235","77","1070","236","761","168","395","105","294","91","41","34","0","11","2","3","26","25","9","14","4","5","30","38","0","11","22","36","8","12","0","11","0","11","165","65","2","4","51","47","58","39","33","31","21","18","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005051701","Census Tract 517.01, Sussex County, Delaware","2775","229","429","110","1331","173","628","143","214","71","173","83","2483","224","413","110","1206","167","569","139","182","64","113","68","140","88","8","13","70","49","21","24","23","37","18","19","0","11","0","11","0","11","0","11","0","11","0","11","152","105","8","16","55","49","38","42","9","15","42","41","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005051802","Census Tract 518.02, Sussex County, Delaware","2797","333","450","150","1057","224","828","208","249","116","213","87","2354","317","394","139","849","203","682","189","249","116","180","77","299","162","22","25","150","119","114","83","0","11","13","21","0","11","0","11","0","11","0","11","0","11","0","11","117","76","19","29","46","52","32","30","0","11","20","23","27","42","15","24","12","18","0","11","0","11","0","11"
"1400000US10005050103","Census Tract 501.03, Sussex County, Delaware","3380","197","158","67","931","168","967","168","763","129","561","112","3174","194","155","66","872","143","909","174","729","126","509","95","71","43","0","11","14","21","35","27","7","12","15","14","30","34","1","3","0","11","1","4","10","10","18","32","105","67","2","3","45","57","22","30","17","20","19","22","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050200","Census Tract 502, Sussex County, Delaware","2471","175","548","130","937","189","792","158","121","69","73","45","2330","174","517","133","875","188","756","155","109","68","73","45","57","52","29","43","16","17","10","14","2","3","0","11","36","44","0","11","28","43","8","10","0","11","0","11","48","39","2","3","18","18","18","18","10","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005051003","Census Tract 510.03, Sussex County, Delaware","4482","461","318","151","1020","235","1045","273","972","200","1127","248","4179","452","297","149","969","232","1000","266","913","199","1000","238","56","43","21","31","19","32","0","16","0","16","16","26","31","35","0","16","17","26","0","16","0","16","14","23","216","120","0","16","15","24","45","41","59","55","97","74","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10005050802","Census Tract 508.02, Sussex County, Delaware","4640","437","473","171","1366","351","1431","285","759","154","611","151","4179","386","436","168","1220","310","1320","280","695","151","508","132","206","141","27","43","90","85","24","29","44","41","21","26","78","66","0","16","0","16","15","23","20","30","43","50","177","120","10","18","56","56","72","53","0","16","39","36","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10001042202","Census Tract 422.02, Kent County, Delaware","6598","479","794","236","2018","316","2135","382","1020","256","631","189","6023","508","746","242","1801","306","1912","362","974","259","590","175","404","205","46","72","184","113","130","75","21","28","23","36","20","28","2","4","0","16","0","16","0","16","18","28","151","90","0","16","33","52","93","96","25","40","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10005051400","Census Tract 514, Sussex County, Delaware","2658","258","706","199","716","194","753","148","229","90","254","98","2439","252","662","193","696","194","699","147","207","87","175","77","75","52","44","38","3","6","28","33","0","11","0","11","27","35","0","11","0","11","5","8","0","11","22","34","117","74","0","11","17","20","21","17","22","19","57","64","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050801","Census Tract 508.01, Sussex County, Delaware","2829","287","264","98","871","167","762","133","535","162","397","133","2650","277","228","87","844","160","698","124","487","160","393","133","119","66","22","34","13","18","50","43","34","31","0","11","13","16","8","13","0","11","5","9","0","11","0","11","33","27","6","10","14","15","9","11","0","11","4","6","14","21","0","11","0","11","0","11","14","21","0","11"
"1400000US10001042800","Census Tract 428, Kent County, Delaware","4906","280","535","167","1880","273","1290","244","879","198","322","130","4678","300","500","167","1795","278","1227","228","853","194","303","129","127","79","32","34","39","30","52","51","0","16","4","7","35","41","1","3","23","24","11","20","0","16","0","16","52","58","2","4","23","36","0","16","12","19","15","25","14","22","0","16","0","16","0","16","14","22","0","16"
"1400000US10001043100","Census Tract 431, Kent County, Delaware","1849","175","314","106","863","163","446","102","153","75","73","48","1713","171","287","104","838","159","413","95","128","67","47","29","77","82","0","11","10","14","16","20","25","39","26","40","35","36","27","29","0","11","8","12","0","11","0","11","24","27","0","11","15","24","9","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001040201","Census Tract 402.01, Kent County, Delaware","3302","281","336","110","1411","181","816","161","544","120","195","84","2825","269","234","82","1183","192","766","158","461","112","181","80","233","104","51","41","114","65","27","22","41","29","0","11","169","108","51","56","53","43","23","34","42","39","0","11","75","44","0","11","61","42","0","11","0","11","14","16","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001041600","Census Tract 416, Kent County, Delaware","1585","145","86","49","448","84","546","100","294","71","211","52","1405","152","72","48","383","77","456","94","283","68","211","52","175","85","14","11","65","55","90","56","6","10","0","11","5","7","0","11","0","11","0","11","5","7","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001042100","Census Tract 421, Kent County, Delaware","2873","244","472","114","1050","210","793","144","377","112","181","94","2754","243","441","114","1019","205","736","141","377","112","181","94","49","47","19","25","11","12","19","21","0","11","0","11","35","35","12","19","0","11","23","28","0","11","0","11","35","55","0","11","20","31","15","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001043000","Census Tract 430, Kent County, Delaware","3432","509","389","166","1523","298","1040","331","254","165","226","163","2891","477","297","135","1402","310","793","274","187","135","212","163","211","124","45","69","48","69","104","111","0","16","14","25","217","227","47","75","73","95","97","121","0","16","0","16","102","109","0","16","0","16","46","56","56","90","0","16","11","23","0","16","0","16","0","16","11","23","0","16"
"1400000US10001041702","Census Tract 417.02, Kent County, Delaware","3189","269","242","95","753","177","1049","201","619","128","526","120","2850","266","206","84","663","165","912","187","582","127","487","110","226","166","36","42","72","61","106","123","0","11","12","20","0","11","0","11","0","11","0","11","0","11","0","11","74","72","0","11","0","11","20","30","27","34","27","34","39","41","0","11","18","21","11","19","10","15","0","11"
"1400000US10001040202","Census Tract 402.02, Kent County, Delaware","10465","659","1107","340","3537","556","3065","493","2016","427","740","288","9183","717","1005","314","3140","521","2751","494","1661","377","626","240","641","261","57","60","147","115","119","98","227","173","91","80","202","154","14","17","31","43","74","110","61","79","22","41","439","198","31","37","219","158","121","110","67","100","1","4","0","18","0","18","0","18","0","18","0","18","0","18"
"1400000US10001040203","Census Tract 402.03, Kent County, Delaware","4048","320","234","114","1680","398","1315","278","586","174","233","127","3772","325","226","113","1578","394","1230","274","519","169","219","123","133","86","0","16","40","50","67","55","26","29","0","16","62","83","0","16","62","83","0","16","0","16","0","16","81","55","8","16","0","16","18","29","41","43","14","22","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10001040900","Census Tract 409, Kent County, Delaware","1403","163","203","105","383","104","341","108","223","67","253","98","1214","159","165","89","373","105","281","95","202","73","193","81","79","58","22","38","1","3","26","35","0","11","30","33","53","51","16","25","0","11","25","39","0","11","12","16","48","62","0","11","9","15","0","11","21","31","18","30","9","15","0","11","0","11","9","15","0","11","0","11"
"1400000US10001041300","Census Tract 413, Kent County, Delaware","1437","150","174","66","381","92","571","113","163","66","148","69","1197","150","145","57","328","92","463","102","147","63","114","60","143","58","11","12","28","24","60","40","16","20","28","23","6","8","5","8","1","3","0","11","0","11","0","11","78","68","0","11","24","30","48","61","0","11","6","8","13","22","13","22","0","11","0","11","0","11","0","11"
"1400000US10001041701","Census Tract 417.01, Kent County, Delaware","4215","409","318","144","1122","236","1445","301","951","219","379","130","3746","410","273","128","967","225","1325","296","833","225","348","124","178","87","0","16","97","71","37","29","44","35","0","16","40","51","34","50","0","16","6","11","0","16","0","16","251","175","11","20","58","61","77","67","74","73","31","47","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10001042000","Census Tract 420, Kent County, Delaware","2230","239","373","109","796","157","802","157","165","77","94","55","2044","223","342","113","736","147","740","159","144","74","82","55","167","90","31","28","60","44","43","48","21","24","12","18","0","11","0","11","0","11","0","11","0","11","0","11","19","28","0","11","0","11","19","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001042900","Census Tract 429, Kent County, Delaware","3371","247","522","161","1292","198","1027","195","342","90","188","70","3139","239","506","155","1204","186","926","192","317","91","186","69","72","50","16","23","29","29","17","24","8","11","2","3","109","58","0","11","26","28","76","54","7","9","0","11","51","43","0","11","33","32","8","14","10","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001040700","Census Tract 407, Kent County, Delaware","3580","524","273","160","848","341","1245","283","679","200","535","160","3209","511","247","150","753","320","1151","271","523","182","535","160","247","126","26","35","92","75","60","65","69","63","0","11","7","12","0","11","3","8","0","11","4","9","0","11","117","78","0","11","0","11","34","39","83","72","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001041400","Census Tract 414, Kent County, Delaware","2119","265","258","90","548","135","834","234","361","141","118","72","1560","231","208","76","419","116","573","167","274","121","86","64","382","184","9","14","71","52","213","146","71","92","18","22","122","76","27","30","58","54","24","22","13","21","0","11","53","45","14","17","0","11","24","38","3","7","12","16","2","5","0","11","0","11","0","11","0","11","2","5"
"1400000US10001041500","Census Tract 415, Kent County, Delaware","2671","243","208","95","1025","175","788","172","395","132","255","94","2320","248","183","92","870","178","725","174","303","108","239","90","233","148","25","40","120","97","14","21","71","72","3","5","33","35","0","11","9","14","10","16","14","21","0","11","85","72","0","11","26","45","39","39","7","13","13","20","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001041801","Census Tract 418.01, Kent County, Delaware","7224","398","1066","256","2581","392","1891","295","686","197","1000","212","6502","418","922","227","2309","378","1695","273","619","187","957","211","412","154","42","36","192","129","93","65","42","60","43","41","166","108","102","102","11","10","52","37","1","4","0","18","142","100","0","18","69","82","49","43","24","38","0","18","2","3","0","18","0","18","2","3","0","18","0","18"
"1400000US10001041802","Census Tract 418.02, Kent County, Delaware","3533","333","505","193","928","183","838","213","752","195","510","126","3129","291","466","183","892","175","635","151","651","178","485","125","197","148","32","41","0","16","118","125","22","34","25","29","0","16","0","16","0","16","0","16","0","16","0","16","200","133","0","16","36","40","85","82","79","57","0","16","7","12","7","12","0","16","0","16","0","16","0","16"
"1400000US10001040100","Census Tract 401, Kent County, Delaware","4680","296","925","270","1761","287","1355","249","361","136","278","134","4351","278","907","267","1605","276","1238","220","341","129","260","130","205","109","18","29","120","82","47","58","20","33","0","16","0","16","0","16","0","16","0","16","0","16","0","16","124","106","0","16","36","41","70","74","0","16","18","29","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10001041100","Census Tract 411, Kent County, Delaware","1677","218","33","34","248","96","1022","206","225","114","149","47","1217","225","19","22","230","96","703","173","147","98","118","47","294","182","0","11","0","11","221","161","57","52","16","24","0","11","0","11","0","11","0","11","0","11","0","11","86","64","14","23","0","11","69","50","3","8","0","11","80","64","0","11","18","21","29","45","18","21","15","18"
"1400000US10001041200","Census Tract 412, Kent County, Delaware","2971","250","437","159","775","160","929","178","406","126","424","106","2650","254","353","141","729","158","777","165","406","126","385","112","225","124","50","53","46","50","90","62","0","11","39","39","21","33","21","33","0","11","0","11","0","11","0","11","62","71","0","11","0","11","62","71","0","11","0","11","13","21","13","21","0","11","0","11","0","11","0","11"
"1400000US10001041900","Census Tract 419, Kent County, Delaware","3829","306","772","233","1455","225","1130","262","383","138","89","52","3566","242","636","211","1399","218","1121","262","328","121","82","49","263","216","136","127","56","64","9","14","55","63","7","13","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
