"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M"
"1400000US10001042201","Census Tract 422.01, Kent County, Delaware","8024","543","1159","417","2140","297","2502","397","1345","249","878","265","6879","579","1059","394","1894","288","1916","360","1246","229","764","236","579","213","43","69","213","115","187","117","71","66","65","100","39","54","0","18","0","18","0","18","11","22","28","50","483","257","36","56","33","35","376","227","17","27","21","25","44","50","21","32","0","18","23","40","0","18","0","18"
"1400000US10001042500","Census Tract 425, Kent County, Delaware","2643","289","415","160","981","214","742","200","262","123","243","101","2299","360","381","154","875","247","611","195","249","121","183","91","148","127","34","44","87","121","14","17","13","22","0","11","124","99","0","11","0","11","64","59","0","11","60","84","72","60","0","11","19","33","53","56","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001041000","Census Tract 410, Kent County, Delaware","4400","507","766","319","1199","342","1407","318","662","246","366","193","3241","498","554","196","947","300","1048","315","541","258","151","91","633","285","96","127","128","101","235","149","104","81","70","107","146","151","2","4","30","41","97","143","17","29","0","16","380","229","114","136","94","150","27","47","0","16","145","131","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003014404","Census Tract 144.04, New Castle County, Delaware","3118","284","45","50","599","160","751","191","1007","229","716","163","2709","256","16","22","527","147","735","191","813","210","618","149","214","114","0","11","39","49","9","15","108","79","58","53","0","11","0","11","0","11","0","11","0","11","0","11","174","128","29","43","22","35","7","11","76","71","40","47","21","34","0","11","11","18","0","11","10","16","0","11"
"1400000US10003014903","Census Tract 149.03, New Castle County, Delaware","4752","664","1094","451","1623","394","893","234","750","253","392","145","4392","674","1000","448","1492","372","820","236","739","253","341","127","169","224","0","16","131","166","38","60","0","16","0","16","2","4","0","16","0","16","2","4","0","16","0","16","59","63","0","16","0","16","16","26","11","17","32","54","130","134","94","119","0","16","17","28","0","16","19","30"
"1400000US10003000300","Census Tract 3, New Castle County, Delaware","1865","165","209","98","827","149","419","130","216","82","194","103","1687","158","208","98","704","155","380","119","209","80","186","103","144","67","1","3","89","46","39","36","7","11","8","15","11","17","0","11","11","17","0","11","0","11","0","11","23","35","0","11","23","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003000601","Census Tract 6.01, New Castle County, Delaware","2052","237","197","56","1014","181","590","142","187","93","64","37","1827","217","154","48","914","172","512","137","187","93","60","37","200","93","28","19","95","62","73","62","0","11","4","7","15","21","15","21","0","11","0","11","0","11","0","11","10","17","0","11","5","9","5","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003002100","Census Tract 21, New Castle County, Delaware","1027","131","189","67","519","119","186","67","90","56","43","28","861","118","156","57","458","112","154","61","54","42","39","27","84","51","33","31","33","30","18","25","0","11","0","11","4","7","0","11","0","11","0","11","0","11","4","7","28","44","0","11","0","11","14","22","14","22","0","11","50","45","0","11","28","36","0","11","22","25","0","11"
"1400000US10003002500","Census Tract 25, New Castle County, Delaware","2158","251","289","139","735","157","514","145","460","131","160","80","1774","254","202","91","635","144","435","142","413","123","89","37","354","184","86","119","100","87","72","60","25","31","71","69","0","11","0","11","0","11","0","11","0","11","0","11","30","34","1","2","0","11","7","12","22","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003011201","Census Tract 112.01, New Castle County, Delaware","1685","156","59","38","269","73","405","82","456","92","496","114","1360","142","50","36","248","68","373","78","355","82","334","70","116","65","0","11","21","26","30","28","26","17","39","36","14","21","0","11","0","11","2","6","12","20","0","11","105","53","9","12","0","11","0","11","29","24","67","44","90","50","0","11","0","11","0","11","34","30","56","42"
"1400000US10003011300","Census Tract 113, New Castle County, Delaware","1670","128","55","31","364","86","295","67","616","84","340","74","1540","131","49","29","357","87","278","66","565","83","291","67","71","37","5","8","7","8","11","16","29","19","19","17","0","11","0","11","0","11","0","11","0","11","0","11","59","34","1","2","0","11","6","9","22","22","30","21","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003011500","Census Tract 115, New Castle County, Delaware","2120","172","127","74","600","123","435","115","674","117","284","78","1982","170","116","73","578","121","409","112","633","105","246","74","80","65","11","18","18","29","15","22","22","25","14","16","0","11","0","11","0","11","0","11","0","11","0","11","46","43","0","11","4","6","11","14","7","11","24","34","12","20","0","11","0","11","0","11","12","20","0","11"
"1400000US10003011700","Census Tract 117, New Castle County, Delaware","3230","181","35","26","310","106","356","93","1231","197","1298","220","3061","168","26","22","310","106","345","92","1194","198","1186","179","133","99","0","11","0","11","11","16","29","26","93","94","0","11","0","11","0","11","0","11","0","11","0","11","36","26","9","13","0","11","0","11","8","14","19","23","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003012300","Census Tract 123, New Castle County, Delaware","2168","208","430","169","593","145","576","156","393","135","176","65","1954","204","421","167","516","149","556","154","295","127","166","65","134","79","0","11","70","54","20","23","44","36","0","11","9","15","9","15","0","11","0","11","0","11","0","11","64","70","0","11","0","11","0","11","54","64","10","15","7","13","0","11","7","13","0","11","0","11","0","11"
"1400000US10003014808","Census Tract 148.08, New Castle County, Delaware","4470","473","410","190","1320","377","1421","329","979","237","340","135","4021","440","342","180","1201","372","1342","311","844","239","292","124","255","132","61","71","68","62","2","4","104","93","20","28","14","24","0","16","0","16","14","24","0","16","0","16","111","90","0","16","0","16","63","76","31","41","17","23","69","106","7","25","51","87","0","16","0","16","11","21"
"1400000US10003013610","Census Tract 136.10, New Castle County, Delaware","4176","288","149","146","800","215","842","246","1299","208","1086","196","3623","282","146","145","660","208","780","220","1104","179","933","172","177","92","3","6","59","44","48","48","23","27","44","43","0","16","0","16","0","16","0","16","0","16","0","16","268","171","0","16","44","54","4","11","148","141","72","47","108","72","0","16","37","41","10","16","24","28","37","44"
"1400000US10003013700","Census Tract 137, New Castle County, Delaware","2814","262","354","130","1112","270","790","172","346","103","212","94","2525","264","345","126","997","259","745","170","293","92","145","72","94","63","0","11","8","13","31","27","21","21","34","44","0","11","0","11","0","11","0","11","0","11","0","11","159","99","9","13","88","70","14","19","15","22","33","52","36","40","0","11","19","28","0","11","17","27","0","11"
"1400000US10003014904","Census Tract 149.04, New Castle County, Delaware","3804","309","329","183","888","236","1151","333","924","236","512","241","3242","378","294","181","812","217","871","237","778","219","487","239","421","172","10","20","75","69","222","144","101","77","13","20","0","11","0","11","0","11","0","11","0","11","0","11","128","103","12","24","1","2","58","74","45","63","12","19","13","21","13","21","0","11","0","11","0","11","0","11"
"1400000US10003016200","Census Tract 162, New Castle County, Delaware","2251","173","240","137","753","187","575","139","411","137","272","101","2125","184","240","137","705","179","562","141","396","135","222","88","22","23","0","11","8","12","0","11","7","13","7","12","13","20","0","11","0","11","13","20","0","11","0","11","91","70","0","11","40","49","0","11","8","12","43","39","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003016301","Census Tract 163.01, New Castle County, Delaware","4109","347","468","246","939","269","1040","185","1214","333","448","178","3498","413","430","248","788","250","960","186","988","302","332","150","358","196","37","48","139","94","80","82","63","68","39","39","32","45","0","16","0","16","0","16","21","34","11","28","132","137","1","3","12","20","0","16","53","75","66","106","89","102","0","16","0","16","0","16","89","102","0","16"
"1400000US10003016601","Census Tract 166.01, New Castle County, Delaware","8100","455","472","261","2389","518","2640","467","1531","331","1068","311","7048","462","452","261","2003","430","2371","432","1327","327","895","259","741","343","15","24","315","250","211","168","126","95","74","69","175","161","5","12","68","104","3","7","0","18","99","128","136","118","0","18","3","7","55","76","78","90","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"1400000US10001040502","Census Tract 405.02, Kent County, Delaware","1692","165","266","127","594","134","479","114","251","86","102","57","1556","159","265","128","521","129","417","103","251","86","102","57","77","61","0","11","44","37","33","32","0","11","0","11","1","5","1","5","0","11","0","11","0","11","0","11","44","39","0","11","29","30","15","13","0","11","0","11","14","22","0","11","0","11","14","22","0","11","0","11"
"1400000US10003016602","Census Tract 166.02, New Castle County, Delaware","6197","431","282","195","1792","473","1670","269","1399","273","1054","276","5551","399","281","194","1660","461","1465","252","1123","233","1022","272","368","210","1","3","39","44","111","93","203","164","14","24","54","53","0","16","40","47","0","16","14","24","0","16","206","181","0","16","53","79","94","104","41","47","18","29","18","28","0","16","0","16","0","16","18","28","0","16"
"1400000US10003016901","Census Tract 169.01, New Castle County, Delaware","1655","145","136","48","762","138","466","114","202","57","89","43","1589","151","124","45","754","137","443","114","186","53","82","42","23","24","0","11","0","11","17","18","6","9","0","11","19","21","12","19","7","10","0","11","0","11","0","11","13","12","0","11","1","2","6","8","0","11","6","9","11","18","0","11","0","11","0","11","10","18","1","2"
"1400000US10001040501","Census Tract 405.01, Kent County, Delaware","2929","264","366","152","748","144","1052","238","555","155","208","77","2649","277","311","127","691","131","982","241","464","129","201","78","136","88","41","62","18","27","70","50","0","11","7","12","39","63","0","11","39","63","0","11","0","11","0","11","100","109","14","22","0","11","0","11","86","107","0","11","5","12","0","11","0","11","0","11","5","12","0","11"
"1400000US10001043202","Census Tract 432.02, Kent County, Delaware","3182","203","578","171","1322","192","817","160","320","134","145","66","2670","199","405","109","1150","173","727","169","246","105","142","65","322","193","135","103","119","97","62","51","6","8","0","11","62","47","37","46","7","11","15","16","1","4","2","3","128","81","1","3","46","50","13","15","67","63","1","3","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10001043300","Census Tract 433, Kent County, Delaware","2593","288","348","132","853","194","579","160","431","120","382","132","2051","236","264","118","658","153","483","140","343","108","303","102","328","139","49","37","147","101","61","50","27","25","44","53","126","83","31","35","48","39","0","16","36","35","11","17","63","79","4","9","0","16","10","15","25","39","24","38","25","37","0","16","0","16","25","37","0","16","0","16"
"1400000US10001043400","Census Tract 434, Kent County, Delaware","3407","264","456","163","1347","199","989","130","339","97","276","82","3089","260","391","147","1240","184","897","114","290","94","271","82","95","53","14","17","50","28","0","11","26","25","5","13","180","88","51","46","44","32","72","62","13","19","0","11","30","36","0","11","0","11","20","25","10","15","0","11","13","19","0","11","13","19","0","11","0","11","0","11"
"1400000US10001990000","Census Tract 9900, Kent County, Delaware","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003001902","Census Tract 19.02, New Castle County, Delaware","1344","163","124","60","527","138","292","96","211","63","190","56","1085","149","96","55","495","134","198","72","168","64","128","46","180","76","28","28","32","41","69","50","30","19","21","19","5","9","0","11","0","11","0","11","0","11","5","9","69","49","0","11","0","11","25","25","13","13","31","24","5","8","0","11","0","11","0","11","0","11","5","8"
"1400000US10003002800","Census Tract 28, New Castle County, Delaware","1236","160","74","50","354","131","210","72","331","99","267","80","1006","151","66","52","306","127","171","66","271","86","192","75","124","61","0","11","35","41","19","23","27","22","43","27","17","17","0","11","11","19","6","9","0","11","0","11","57","34","0","11","2","4","9","13","23","28","23","21","32","27","8","12","0","11","5","8","10","16","9","15"
"1400000US10003002900","Census Tract 29, New Castle County, Delaware","2273","372","285","114","1303","250","624","241","36","31","25","23","1940","346","230","96","1133","230","524","228","28","26","25","23","270","143","31","41","143","118","96","65","0","11","0","11","19","22","7","17","8","14","4","11","0","11","0","11","44","46","17","31","19","26","0","11","8","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003003002","Census Tract 30.02, New Castle County, Delaware","2174","126","855","118","812","118","416","112","56","29","35","32","1477","124","514","106","596","106","296","88","36","20","35","32","567","84","280","61","181","56","90","41","16","20","0","11","55","35","25","22","17","13","9","12","4","8","0","11","66","36","36","24","18","19","12","14","0","11","0","11","9","15","0","11","0","11","9","15","0","11","0","11"
"1400000US10003010104","Census Tract 101.04, New Castle County, Delaware","2471","292","148","87","972","213","717","180","313","141","321","137","1883","277","148","87","760","207","524","148","274","139","177","75","185","93","0","11","85","62","66","66","17","19","17","21","19","30","0","11","0","11","9","14","0","11","10","16","383","207","0","11","127","95","118","95","22","34","116","124","1","3","0","11","0","11","0","11","0","11","1","3"
"1400000US10003010502","Census Tract 105.02, New Castle County, Delaware","4125","314","275","192","1074","230","1158","235","1028","216","590","157","3515","283","153","89","935","216","1058","244","927","207","442","125","254","107","0","16","119","88","43","39","51","42","41","44","5","11","0","16","0","16","0","16","5","11","0","16","345","254","122","178","20","21","57","74","45","52","101","93","6","8","0","16","0","16","0","16","0","16","6","8"
"1400000US10003010702","Census Tract 107.02, New Castle County, Delaware","3868","311","311","193","1176","340","1212","337","721","217","448","196","3228","359","296","190","971","349","942","263","672","216","347","174","434","257","15","24","133","138","202","211","34","40","50","55","0","16","0","16","0","16","0","16","0","16","0","16","190","148","0","16","56","70","68","98","15","23","51","64","16","25","0","16","16","25","0","16","0","16","0","16"
"1400000US10003013505","Census Tract 135.05, New Castle County, Delaware","2263","176","28","34","379","161","270","86","827","160","759","124","2197","172","28","34","349","152","270","86","818","161","732","124","30","34","0","11","13","20","0","11","9","14","8","14","13","20","0","11","13","20","0","11","0","11","0","11","23","27","0","11","4","10","0","11","0","11","19","28","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003013506","Census Tract 135.06, New Castle County, Delaware","3339","181","105","70","453","117","660","134","1232","161","889","121","3111","182","88","65","404","115","630","130","1168","157","821","112","130","75","17","26","30","30","4","7","44","34","35","36","20","31","0","11","10","16","10","15","0","11","0","11","33","31","0","11","9","13","0","11","5","8","19","20","45","61","0","11","0","11","16","19","15","22","14","21"
"1400000US10003013614","Census Tract 136.14, New Castle County, Delaware","2052","196","366","170","835","191","357","105","381","134","113","60","1849","244","310","147","740","183","323","102","363","131","113","60","199","111","54","73","93","75","34","27","18","20","0","11","2","4","0","11","2","4","0","11","0","11","0","11","2","4","2","4","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003013615","Census Tract 136.15, New Castle County, Delaware","2786","256","344","153","1069","216","754","165","399","121","220","82","2615","264","303","153","1012","207","741","163","349","99","210","79","127","72","33","32","49","41","13","19","32","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","28","31","0","11","0","11","0","11","18","27","10","16","16","18","8","12","8","13","0","11","0","11","0","11"
"1400000US10003013903","Census Tract 139.03, New Castle County, Delaware","3488","250","119","80","972","196","1216","232","810","176","371","148","3038","256","119","80","829","167","979","207","740","167","371","148","131","69","0","11","42","35","80","61","9","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","319","313","0","11","101","144","157","130","61","77","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003013904","Census Tract 139.04, New Castle County, Delaware","5742","414","467","194","1448","341","1625","320","1227","277","975","225","5157","406","378","180","1329","333","1434","316","1130","275","886","217","310","156","15","24","90","106","97","81","69","63","39","60","0","16","0","16","0","16","0","16","0","16","0","16","275","190","74","91","29","35","94","85","28","33","50","45","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003014809","Census Tract 148.09, New Castle County, Delaware","5852","441","351","139","1504","327","1762","334","1326","255","909","194","5168","407","248","107","1398","320","1539","275","1208","247","775","188","140","86","1","3","66","54","0","16","44","55","29","37","19","30","0","16","0","16","0","16","0","16","19","30","525","268","102","99","40","47","223","183","74","86","86","86","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003014810","Census Tract 148.10, New Castle County, Delaware","5172","319","189","119","1242","336","1859","370","1192","259","690","238","4656","369","175","114","1089","334","1718","380","1076","235","598","214","339","171","14","26","70","62","114","87","97","77","44","50","0","16","0","16","0","16","0","16","0","16","0","16","154","116","0","16","83","99","27","43","19","31","25","39","23","37","0","16","0","16","0","16","0","16","23","37"
"1400000US10003014906","Census Tract 149.06, New Castle County, Delaware","3211","246","232","120","908","205","1028","213","592","133","451","146","2838","282","204","109","852","190","916","211","467","134","399","147","263","142","28","47","15","24","94","70","74","69","52","68","17","27","0","16","0","16","0","16","17","27","0","16","93","121","0","16","41","66","18","20","34","47","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003014907","Census Tract 149.07, New Castle County, Delaware","3387","312","348","132","1332","264","1101","195","383","118","223","99","3211","314","329","137","1239","247","1056","198","364","118","223","99","144","109","19","20","82","107","38","43","5","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","32","29","0","11","11","18","7","9","14","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003014908","Census Tract 149.08, New Castle County, Delaware","1333","217","146","86","610","193","332","105","194","80","51","34","1087","225","121","80","436","169","293","102","186","82","51","34","144","106","25","36","90","90","21","17","8","22","0","11","17","29","0","11","17","29","0","11","0","11","0","11","61","67","0","11","51","65","10","15","0","11","0","11","24","28","0","11","16","24","8","15","0","11","0","11"
"1400000US10003014909","Census Tract 149.09, New Castle County, Delaware","3958","307","404","195","1293","283","1426","233","417","187","418","185","3460","301","299","159","1164","246","1293","239","286","117","418","185","348","176","85","108","90","99","77","71","96","115","0","16","0","16","0","16","0","16","0","16","0","16","0","16","150","117","20","33","39","43","56","56","35","42","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003015502","Census Tract 155.02, New Castle County, Delaware","1752","167","248","81","891","141","454","132","94","61","65","39","1549","145","248","81","760","142","400","107","76","53","65","39","172","90","0","11","100","59","54","60","18","29","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","31","42","0","11","31","42","0","11","0","11","0","11"
"1400000US10003015802","Census Tract 158.02, New Castle County, Delaware","1473","130","342","85","799","133","230","66","62","38","40","39","1346","136","328","82","719","136","204","59","57","37","38","38","93","57","14","22","51","38","21","26","5","7","2","6","23","31","0","11","23","31","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","12","0","11","6","9","5","8","0","11","0","11"
"1400000US10003016305","Census Tract 163.05, New Castle County, Delaware","5757","466","532","277","2308","422","1290","266","1204","213","423","134","5085","514","431","251","2021","410","1180","273","1065","221","388","116","258","185","101","138","50","50","59","72","48","58","0","16","156","210","0","16","98","130","0","16","58","81","0","16","258","137","0","16","139","75","51","52","33","32","35","55","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003016404","Census Tract 164.04, New Castle County, Delaware","2124","140","165","56","982","153","579","119","253","73","145","66","1972","131","119","43","935","151","549","116","224","62","145","66","108","46","42","33","19","17","26","21","21","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","44","32","4","10","28","26","4","9","8","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003016608","Census Tract 166.08, New Castle County, Delaware","3869","333","204","107","1177","223","1154","228","867","175","467","97","3700","324","204","107","1109","218","1105","225","851","175","431","97","88","76","0","16","34","38","38","39","7","12","9","14","10","15","0","16","10","15","0","16","0","16","0","16","53","51","0","16","24","29","11","17","9","15","9","15","18","25","0","16","0","16","0","16","0","16","18","25"
"1400000US10003016804","Census Tract 168.04, New Castle County, Delaware","4910","421","326","209","1658","450","1254","331","1139","267","533","231","4678","432","296","204","1536","439","1197","325","1125","268","524","230","74","74","0","16","51","65","0","16","14","22","9","17","0","16","0","16","0","16","0","16","0","16","0","16","158","114","30","51","71","74","57","59","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10003016904","Census Tract 169.04, New Castle County, Delaware","3347","141","1021","110","1441","121","668","93","128","42","89","45","2802","131","811","96","1205","122","573","84","128","42","85","44","282","67","122","46","97","34","59","26","0","11","4","7","208","60","84","38","94","39","30","20","0","11","0","11","55","26","4","7","45","24","6","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003980100","Census Tract 9801, New Castle County, Delaware","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10003990100","Census Tract 9901, New Castle County, Delaware","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050104","Census Tract 501.04, Sussex County, Delaware","2979","230","535","167","802","160","929","214","497","133","216","87","2679","253","517","169","741","154","829","207","391","109","201","84","142","69","9","21","53","40","38","47","27","35","15","23","158","116","9","16","8","14","62","47","79","118","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050105","Census Tract 501.05, Sussex County, Delaware","4008","348","512","170","1664","307","1315","277","400","171","117","76","3718","336","502","169","1561","289","1214","261","324","134","117","76","107","104","0","16","35","43","32","38","40","65","0","16","50","52","10","18","12","19","28","46","0","16","0","16","109","101","0","16","56","87","28","45","25","38","0","16","24","38","0","16","0","16","13","19","11","20","0","16"
"1400000US10005050405","Census Tract 504.05, Sussex County, Delaware","3017","271","647","223","897","156","969","251","372","133","132","68","2543","250","509","201","749","156","836","198","317","118","132","68","371","154","105","76","111","74","123","89","32","30","0","11","49","54","22","27","27","30","0","11","0","11","0","11","54","50","11","16","10","16","10","16","23","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050406","Census Tract 504.06, Sussex County, Delaware","3506","268","517","156","1306","252","1140","242","342","122","201","93","3001","259","433","146","1128","247","1061","230","228","83","151","82","278","122","79","56","51","35","68","52","39","48","41","44","46","39","3","6","35","33","0","16","8","13","0","16","126","80","2","5","51","35","11","15","53","66","9","14","55","60","0","16","41","56","0","16","14","21","0","16"
"1400000US10005050407","Census Tract 504.07, Sussex County, Delaware","3740","297","570","168","1195","201","1081","176","484","141","410","118","3530","292","546","166","1111","198","1011","173","465","141","397","117","133","87","9","13","61","51","63","50","0","16","0","16","21","23","0","16","10","16","0","16","11","17","0","16","56","49","15","23","13","20","7","12","8","12","13","21","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10005050408","Census Tract 504.08, Sussex County, Delaware","3186","261","647","162","1206","193","1061","252","198","77","74","54","2964","257","613","161","1096","167","983","239","198","77","74","54","106","70","27","37","44","47","35","34","0","11","0","11","7","12","7","12","0","11","0","11","0","11","0","11","109","79","0","11","66","87","43","52","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050503","Census Tract 505.03, Sussex County, Delaware","3195","280","1012","205","1160","257","693","203","210","118","120","90","2813","276","1000","204","897","188","622","205","189","106","105","89","218","135","4","9","167","109","43","50","4","9","0","16","75","84","4","8","43","48","28","42","0","16","0","16","89","88","4","8","53","75","0","16","17","29","15","24","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10005050504","Census Tract 505.04, Sussex County, Delaware","4707","312","1055","170","1894","230","1104","204","327","84","327","118","3981","303","731","132","1626","211","1013","196","327","84","284","101","378","155","162","78","158","74","19","19","0","16","39","60","212","52","112","38","69","28","27","21","0","16","4","8","136","64","50","34","41","36","45","35","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US10005050706","Census Tract 507.06, Sussex County, Delaware","1522","173","185","71","627","134","475","90","167","62","68","46","1336","190","173","68","538","132","432","89","140","63","53","44","74","55","6","9","56","52","5","8","7","11","0","11","25","29","0","11","20","25","5","8","0","11","0","11","82","46","6","8","8","11","33","29","20","17","15","15","5","8","0","11","5","8","0","11","0","11","0","11"
"1400000US10005050703","Census Tract 507.03, Sussex County, Delaware","1640","133","347","70","648","80","408","73","149","45","88","27","1462","119","317","68","590","77","354","62","136","42","65","21","83","31","22","12","24","17","20","16","6","5","11","10","11","11","5","8","6","7","0","11","0","11","0","11","79","35","3","4","23","16","34","20","7","7","12","12","5","7","0","11","5","7","0","11","0","11","0","11"
"1400000US10005050704","Census Tract 507.04, Sussex County, Delaware","3809","327","212","99","1409","254","1092","256","616","153","480","165","3207","289","181","87","1230","244","840","175","555","138","401","143","442","240","31","42","107","86","252","194","39","62","13","21","43","70","0","11","43","70","0","11","0","11","0","11","117","85","0","11","29","35","0","11","22","26","66","61","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050705","Census Tract 507.05, Sussex County, Delaware","3831","297","388","279","1635","316","1091","227","305","179","412","158","3475","305","371","275","1486","301","984","228","239","149","395","157","135","102","17","27","57","59","61","51","0","11","0","11","14","24","0","11","0","11","14","24","0","11","0","11","176","121","0","11","61","78","32","35","66","83","17","26","31","51","0","11","31","51","0","11","0","11","0","11"
"1400000US10005050901","Census Tract 509.01, Sussex County, Delaware","2040","235","45","31","457","128","585","141","432","156","521","135","1578","210","45","31","371","104","443","99","337","144","382","107","231","95","0","11","38","26","75","64","25","31","93","74","86","83","0","11","48","52","38","42","0","11","0","11","145","109","0","11","0","11","29","47","70","58","46","32","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US10005050902","Census Tract 509.02, Sussex County, Delaware","4056","358","180","84","817","214","991","240","1058","224","1010","240","3607","352","141","74","781","206","912","218","936","228","837","225","161","111","17","24","28","36","15","25","53","60","48","56","60","61","22","28","4","8","0","11","17","27","17","28","212","130","0","11","4","9","64","59","52","51","92","77","16","26","0","11","0","11","0","11","0","11","16","26"
"1400000US10005051004","Census Tract 510.04, Sussex County, Delaware","4321","292","295","113","1122","227","1261","196","906","218","737","122","3742","319","243","105","1006","228","1153","195","758","201","582","116","179","97","1","3","60","46","52","39","20","20","46","40","21","25","1","2","15","23","0","16","5","8","0","16","375","128","46","46","41","26","56","41","123","89","109","54","4","6","4","6","0","16","0","16","0","16","0","16"
